typeID,activityID,time
12105,5,9360
12109,1,2100
12109,3,735
12109,4,735
12109,5,1680
12109,8,36000
12218,1,1800
12218,3,630
12218,4,630
12218,5,1440
12218,8,30900
12220,1,36000
12220,3,12600
12220,4,12600
12220,5,28800
12220,8,72000
12222,1,4680
12222,3,1638
12222,4,1638
12222,5,3744
12224,1,93600
12224,3,32760
12224,4,32760
12224,5,74880
12226,1,2700
12226,3,945
12226,4,945
12226,5,2160
12226,8,51000
12258,1,1800
12258,3,630
12258,4,630
12258,5,1440
12258,8,30900
12260,1,4680
12260,3,1638
12260,4,1638
12260,5,3744
12262,1,2700
12262,3,945
12262,4,945
12262,5,2160
12262,8,51000
12264,1,7020
12264,3,2457
12264,4,2457
12264,5,5616
12266,1,1800
12266,3,630
12266,4,630
12266,5,1440
12266,8,30900
12268,1,4680
12268,3,1638
12268,4,1638
12268,5,3744
12270,1,2700
12270,3,945
12270,4,945
12270,5,2160
12270,8,51000
12272,1,7020
12272,3,2457
12272,4,2457
12272,5,5616
12275,1,900
12275,3,315
12275,4,315
12275,5,720
12275,8,13800
12297,1,1500
12297,3,525
12297,4,525
12297,5,1200
12297,8,81300
12300,1,3000
12300,3,1050
12300,4,1050
12300,5,2400
12300,8,178800
12301,1,4500
12301,3,1575
12301,4,1575
12301,5,3600
12301,8,268200
12345,1,1800
12345,3,630
12345,4,630
12345,5,1440
12345,8,30900
12347,1,4680
12347,3,1638
12347,4,1638
12347,5,3744
12355,1,2700
12355,3,945
12355,4,945
12355,5,2160
12355,8,51000
12357,1,7020
12357,3,2457
12357,4,2457
12357,5,5616
12553,1,4800
12553,3,168
12553,4,168
12553,5,3840
12558,1,4800
12558,3,168
12558,4,168
12558,5,3840
12560,1,4800
12560,3,168
12560,4,168
12560,5,3840
12562,1,4800
12562,3,168
12562,4,168
12562,5,3840
12564,1,4800
12564,3,168
12564,4,168
12564,5,3840
12566,1,4800
12566,3,168
12566,4,168
12566,5,3840
12609,1,4800
12609,3,168
12609,4,168
12609,5,3840
12611,1,4800
12611,3,168
12611,4,168
12611,5,3840
12613,1,4800
12613,3,168
12613,4,168
12613,5,3840
12615,1,4800
12615,3,168
12615,4,168
12615,5,3840
12617,1,4800
12617,3,168
12617,4,168
12617,5,3840
12619,1,4800
12619,3,168
12619,4,168
12619,5,3840
12621,1,4800
12621,3,168
12621,4,168
12621,5,3840
12626,1,4800
12626,3,168
12626,4,168
12626,5,3840
12628,1,4800
12628,3,168
12628,4,168
12628,5,3840
12630,1,4800
12630,3,168
12630,4,168
12630,5,3840
12632,1,4800
12632,3,168
12632,4,168
12632,5,3840
12634,1,4800
12634,3,168
12634,4,168
12634,5,3840
12710,1,1800
12710,3,630
12710,4,630
12710,5,1440
12710,8,30900
12712,1,900
12712,3,315
12712,4,315
12712,5,720
12714,1,1800
12714,3,630
12714,4,630
12714,5,1440
12716,1,2700
12716,3,945
12716,4,945
12716,5,2160
12718,1,2700
12718,3,945
12718,4,945
12718,5,2160
12730,1,240000
12730,3,84000
12730,4,84000
12730,5,192000
12732,1,240000
12732,3,84000
12732,4,84000
12732,5,192000
12734,1,240000
12734,3,84000
12734,4,84000
12734,5,192000
12736,1,240000
12736,3,84000
12736,4,84000
12736,5,192000
12744,1,240000
12744,3,84000
12744,4,84000
12744,5,192000
12746,1,240000
12746,3,84000
12746,4,84000
12746,5,192000
12748,1,240000
12748,3,84000
12748,4,84000
12748,5,192000
12754,1,240000
12754,3,84000
12754,4,84000
12754,5,192000
12762,1,14400
12762,3,504
12762,4,504
12762,5,11520
12764,1,14400
12764,3,504
12764,4,504
12764,5,11520
12766,1,14400
12766,3,504
12766,4,504
12766,5,11520
12768,1,9600
12768,3,336
12768,4,336
12768,5,7680
12770,1,9600
12770,3,336
12770,4,336
12770,5,7680
12772,1,9600
12772,3,336
12772,4,336
12772,5,7680
12774,1,9600
12774,3,336
12774,4,336
12774,5,7680
12776,1,14400
12776,3,504
12776,4,504
12776,5,11520
12778,1,9600
12778,3,336
12778,4,336
12778,5,7680
12780,1,14400
12780,3,504
12780,4,504
12780,5,11520
12782,1,9600
12782,3,336
12782,4,336
12782,5,7680
12784,1,14400
12784,3,504
12784,4,504
12784,5,11520
12786,1,9600
12786,3,336
12786,4,336
12786,5,7680
12788,1,14400
12788,3,504
12788,4,504
12788,5,11520
12790,1,9600
12790,3,336
12790,4,336
12790,5,7680
12792,1,14400
12792,3,504
12792,4,504
12792,5,11520
12794,1,9600
12794,3,336
12794,4,336
12794,5,7680
12796,1,14400
12796,3,504
12796,4,504
12796,5,11520
12798,1,9600
12798,3,336
12798,4,336
12798,5,7680
12800,1,14400
12800,3,504
12800,4,504
12800,5,11520
12802,1,9600
12802,3,336
12802,4,336
12802,5,7680
12804,1,14400
12804,3,504
12804,4,504
12804,5,11520
12806,1,9600
12806,3,336
12806,4,336
12806,5,7680
12808,1,14400
12808,3,504
12808,4,504
12808,5,11520
12811,1,9600
12811,3,336
12811,4,336
12811,5,7680
12813,1,14400
12813,3,504
12813,4,504
12813,5,11520
12815,1,9600
12815,3,336
12815,4,336
12815,5,7680
12817,1,14400
12817,3,504
12817,4,504
12817,5,11520
12819,1,9600
12819,3,336
12819,4,336
12819,5,7680
12821,1,14400
12821,3,504
12821,4,504
12821,5,11520
12823,1,9600
12823,3,336
12823,4,336
12823,5,7680
12825,1,14400
12825,3,504
12825,4,504
12825,5,11520
12827,1,9600
12827,3,336
12827,4,336
12827,5,7680
12829,1,14400
12829,3,504
12829,4,504
12829,5,11520
12831,1,9600
12831,3,336
12831,4,336
12831,5,7680
12833,1,14400
12833,3,504
12833,4,504
12833,5,11520
13000,1,4500
13000,3,1575
13000,4,1575
13000,5,3600
13000,8,72300
13002,1,2340
13002,3,819
13002,4,819
13002,5,1872
13004,1,2340
13004,3,819
13004,4,819
13004,5,1872
13203,1,18000
13203,3,6300
13203,4,6300
13203,5,14400
13321,1,2700
13321,3,945
13321,4,945
13321,5,2160
13321,8,51000
15509,1,600
15509,3,210
15509,4,210
15509,5,480
15509,8,15900
15511,1,600
15511,3,210
15511,4,210
15511,5,480
15511,8,15900
15676,1,900
15676,3,315
15676,4,315
15676,5,720
15678,1,900
15678,3,315
15678,4,315
15678,5,720
15682,1,900
15682,3,315
15682,4,315
15682,5,720
15684,1,900
15684,3,315
15684,4,315
15684,5,720
15686,1,900
15686,3,315
15686,4,315
15686,5,720
15688,1,900
15688,3,315
15688,4,315
15688,5,720
15690,1,900
15690,3,315
15690,4,315
15690,5,720
15692,1,900
15692,3,315
15692,4,315
15692,5,720
15694,1,900
15694,3,315
15694,4,315
15694,5,720
15696,1,900
15696,3,315
15696,4,315
15696,5,720
15698,1,900
15698,3,315
15698,4,315
15698,5,720
15700,1,900
15700,3,315
15700,4,315
15700,5,720
15702,1,900
15702,3,315
15702,4,315
15702,5,720
15704,1,900
15704,3,315
15704,4,315
15704,5,720
15706,1,900
15706,3,315
15706,4,315
15706,5,720
15708,1,900
15708,3,315
15708,4,315
15708,5,720
15710,1,900
15710,3,315
15710,4,315
15710,5,720
15712,1,900
15712,3,315
15712,4,315
15712,5,720
15714,1,900
15714,3,315
15714,4,315
15714,5,720
15716,1,900
15716,3,315
15716,4,315
15716,5,720
15718,1,900
15718,3,315
15718,4,315
15718,5,720
15720,1,900
15720,3,315
15720,4,315
15720,5,720
15722,1,900
15722,3,315
15722,4,315
15722,5,720
15724,1,900
15724,3,315
15724,4,315
15724,5,720
15726,1,900
15726,3,315
15726,4,315
15726,5,720
15728,1,900
15728,3,315
15728,4,315
15728,5,720
15730,1,900
15730,3,315
15730,4,315
15730,5,720
15732,1,900
15732,3,315
15732,4,315
15732,5,720
15734,1,900
15734,3,315
15734,4,315
15734,5,720
15736,1,900
15736,3,315
15736,4,315
15736,5,720
15738,1,900
15738,3,315
15738,4,315
15738,5,720
15740,1,900
15740,3,315
15740,4,315
15740,5,720
15748,1,900
15748,3,315
15748,4,315
15748,5,720
15750,1,900
15750,3,315
15750,4,315
15750,5,720
15752,1,1800
15752,3,630
15752,4,630
15752,5,1440
15754,1,1800
15754,3,630
15754,4,630
15754,5,1440
15756,1,2700
15756,3,945
15756,4,945
15756,5,2160
15758,1,2700
15758,3,945
15758,4,945
15758,5,2160
15760,1,900
15760,3,315
15760,4,315
15760,5,720
15762,1,900
15762,3,315
15762,4,315
15762,5,720
15765,1,1800
15765,3,630
15765,4,630
15765,5,1440
15767,1,1800
15767,3,630
15767,4,630
15767,5,1440
15769,1,2700
15769,3,945
15769,4,945
15769,5,2160
15771,1,2700
15771,3,945
15771,4,945
15771,5,2160
15773,1,900
15773,3,315
15773,4,315
15773,5,720
15777,1,1800
15777,3,630
15777,4,630
15777,5,1440
15779,1,2700
15779,3,945
15779,4,945
15779,5,2160
15781,1,900
15781,3,315
15781,4,315
15781,5,720
15783,1,900
15783,3,315
15783,4,315
15783,5,720
15785,1,1800
15785,3,630
15785,4,630
15785,5,1440
15787,1,2700
15787,3,945
15787,4,945
15787,5,2160
15789,1,1800
15789,3,630
15789,4,630
15789,5,1440
15791,1,4500
15791,3,1575
15791,4,1575
15791,5,3600
15793,1,1800
15793,3,630
15793,4,630
15793,5,1440
15795,1,900
15795,3,315
15795,4,315
15795,5,720
15797,1,1800
15797,3,630
15797,4,630
15797,5,1440
15799,1,2700
15799,3,945
15799,4,945
15799,5,2160
15801,1,900
15801,3,315
15801,4,315
15801,5,720
15803,1,1800
15803,3,630
15803,4,630
15803,5,1440
15805,1,2700
15805,3,945
15805,4,945
15805,5,2160
15807,1,900
15807,3,315
15807,4,315
15807,5,720
15809,1,900
15809,3,315
15809,4,315
15809,5,720
15811,1,900
15811,3,315
15811,4,315
15811,5,720
15819,1,2700
15819,3,945
15819,4,945
15819,5,2160
15822,1,1800
15822,3,630
15822,4,630
15822,5,1440
15839,1,2700
15839,3,945
15839,4,945
15839,5,2160
15842,1,1800
15842,3,630
15842,4,630
15842,5,1440
15876,1,900
15876,3,315
15876,4,315
15876,5,720
15878,1,1800
15878,3,630
15878,4,630
15878,5,1440
15880,1,2700
15880,3,945
15880,4,945
15880,5,2160
15882,1,900
15882,3,315
15882,4,315
15882,5,720
15884,1,1800
15884,3,630
15884,4,630
15884,5,1440
15886,1,2700
15886,3,945
15886,4,945
15886,5,2160
15888,1,1800
15888,3,630
15888,4,630
15888,5,1440
15890,1,1800
15890,3,630
15890,4,630
15890,5,1440
15892,1,1800
15892,3,630
15892,4,630
15892,5,1440
15894,1,1800
15894,3,630
15894,4,630
15894,5,1440
15896,1,900
15896,3,315
15896,4,315
15896,5,720
15906,1,1800
15906,3,630
15906,4,630
15906,5,1440
15908,1,1800
15908,3,630
15908,4,630
15908,5,1440
15910,1,1800
15910,3,630
15910,4,630
15910,5,1440
15912,1,1800
15912,3,630
15912,4,630
15912,5,1440
15914,1,1800
15914,3,630
15914,4,630
15914,5,1440
15916,1,1800
15916,3,630
15916,4,630
15916,5,1440
15918,1,1800
15918,3,630
15918,4,630
15918,5,1440
15920,1,1800
15920,3,630
15920,4,630
15920,5,1440
15922,1,1800
15922,3,630
15922,4,630
15922,5,1440
15924,1,1800
15924,3,630
15924,4,630
15924,5,1440
15926,1,900
15926,3,315
15926,4,315
15926,5,720
15928,1,900
15928,3,315
15928,4,315
15928,5,720
15930,1,1800
15930,3,630
15930,4,630
15930,5,1440
15932,1,2700
15932,3,945
15932,4,945
15932,5,2160
15936,1,900
15936,3,315
15936,4,315
15936,5,720
15938,1,1800
15938,3,630
15938,4,630
15938,5,1440
15940,1,2700
15940,3,945
15940,4,945
15940,5,2160
15942,1,900
15942,3,315
15942,4,315
15942,5,720
15946,1,1800
15946,3,630
15946,4,630
15946,5,1440
15948,1,2700
15948,3,945
15948,4,945
15948,5,2160
15950,1,900
15950,3,315
15950,4,315
15950,5,720
15954,1,1800
15954,3,630
15954,4,630
15954,5,1440
15956,1,2700
15956,3,945
15956,4,945
15956,5,2160
15958,1,900
15958,3,315
15958,4,315
15958,5,720
15960,1,900
15960,3,315
15960,4,315
15960,5,720
15962,1,1800
15962,3,630
15962,4,630
15962,5,1440
15964,1,2700
15964,3,945
15964,4,945
15964,5,2160
15966,1,900
15966,3,315
15966,4,315
15966,5,720
15968,1,1800
15968,3,630
15968,4,630
15968,5,1440
16029,1,7020
16029,3,2457
16029,4,2457
16029,5,5616
16032,1,2340
16032,3,819
16032,4,819
16032,5,1872
16063,1,2700
16063,3,945
16063,4,945
16063,5,2160
16066,1,900
16066,3,315
16066,4,315
16066,5,720
16228,1,15000
16228,3,5250
16228,4,5250
16228,5,12000
16228,8,160200
16230,1,15000
16230,3,5250
16230,4,5250
16230,5,12000
16230,8,160200
16232,1,15000
16232,3,5250
16232,4,5250
16232,5,12000
16232,8,160200
16234,1,15000
16234,3,5250
16234,4,5250
16234,5,12000
16234,8,160200
16237,1,9000
16237,3,3150
16237,4,3150
16237,5,7200
16237,8,96000
16239,1,9000
16239,3,3150
16239,4,3150
16239,5,7200
16239,8,96000
16241,1,9000
16241,3,3150
16241,4,3150
16241,5,7200
16241,8,96000
16243,1,9000
16243,3,3150
16243,4,3150
16243,5,7200
16243,8,96000
16279,1,2100
16279,3,735
16279,4,735
16279,5,1680
16279,8,36000
17322,1,150
17322,3,105
17322,4,105
17322,5,120
17323,1,25
17323,3,105
17323,4,105
17323,5,20
17324,1,150
17324,3,105
17324,4,105
17324,5,120
17325,1,75
17325,3,105
17325,4,105
17325,5,60
17326,1,150
17326,3,105
17326,4,105
17326,5,120
17327,1,150
17327,3,105
17327,4,105
17327,5,120
17328,1,25
17328,3,105
17328,4,105
17328,5,20
17329,1,150
17329,3,105
17329,4,105
17329,5,120
17330,1,75
17330,3,105
17330,4,105
17330,5,60
17331,1,300
17331,3,105
17331,4,105
17331,5,240
17332,1,150
17332,3,105
17332,4,105
17332,5,120
17333,1,150
17333,3,105
17333,4,105
17333,5,120
17334,1,150
17334,3,105
17334,4,105
17334,5,120
17335,1,150
17335,3,105
17335,4,105
17335,5,120
17336,1,150
17336,3,105
17336,4,105
17336,5,120
17337,1,150
17337,3,105
17337,4,105
17337,5,120
17338,1,300
17338,3,105
17338,4,105
17338,5,240
17339,1,150
17339,3,105
17339,4,105
17339,5,120
17340,1,150
17340,3,105
17340,4,105
17340,5,120
17341,1,150
17341,3,105
17341,4,105
17341,5,120
17342,1,300
17342,3,105
17342,4,105
17342,5,240
17344,1,150
17344,3,105
17344,4,105
17344,5,120
17345,1,150
17345,3,105
17345,4,105
17345,5,120
17346,1,150
17346,3,105
17346,4,105
17346,5,120
17347,1,150
17347,3,105
17347,4,105
17347,5,120
17348,1,150
17348,3,105
17348,4,105
17348,5,120
17349,1,150
17349,3,105
17349,4,105
17349,5,120
17350,1,25
17350,3,105
17350,4,105
17350,5,20
17351,1,75
17351,3,105
17351,4,105
17351,5,60
17352,1,150
17352,3,105
17352,4,105
17352,5,120
17353,1,300
17353,3,105
17353,4,105
17353,5,240
17354,1,150
17354,3,105
17354,4,105
17354,5,120
17355,1,25
17355,3,105
17355,4,105
17355,5,20
17356,1,150
17356,3,105
17356,4,105
17356,5,120
17357,1,75
17357,3,105
17357,4,105
17357,5,60
17359,1,150
17359,3,105
17359,4,105
17359,5,120
17477,1,12000
17477,3,4200
17477,4,4200
17477,5,9600
17477,8,128100
17479,1,12000
17479,3,4200
17479,4,4200
17479,5,9600
17479,8,128100
17481,1,12000
17481,3,4200
17481,4,4200
17481,5,9600
17481,8,128100
17483,1,2100
17483,3,735
17483,4,735
17483,5,1680
17483,8,36000
17486,1,2700
17486,3,945
17486,4,945
17486,5,2160
17489,1,900
17489,3,315
17489,4,315
17489,5,720
17501,1,1800
17501,3,630
17501,4,630
17501,5,1440
17503,1,900
17503,3,315
17503,4,315
17503,5,720
17505,1,900
17505,3,315
17505,4,315
17505,5,720
17507,1,900
17507,3,315
17507,4,315
17507,5,720
17509,1,900
17509,3,315
17509,4,315
17509,5,720
17511,1,900
17511,3,315
17511,4,315
17511,5,720
17513,1,900
17513,3,315
17513,4,315
17513,5,720
17515,1,900
17515,3,315
17515,4,315
17515,5,720
17517,1,900
17517,3,315
17517,4,315
17517,5,720
17519,1,900
17519,3,315
17519,4,315
17519,5,720
17521,1,1800
17521,3,630
17521,4,630
17521,5,1440
17523,1,900
17523,3,315
17523,4,315
17523,5,720
17525,1,900
17525,3,315
17525,4,315
17525,5,720
17527,1,1800
17527,3,630
17527,4,630
17527,5,1440
17529,1,900
17529,3,315
17529,4,315
17529,5,720
17537,1,900
17537,3,315
17537,4,315
17537,5,720
17539,1,900
17539,3,315
17539,4,315
17539,5,720
17541,1,900
17541,3,315
17541,4,315
17541,5,720
17543,1,900
17543,3,315
17543,4,315
17543,5,720
17545,1,900
17545,3,315
17545,4,315
17545,5,720
17550,1,900
17550,3,315
17550,4,315
17550,5,720
17552,1,900
17552,3,315
17552,4,315
17552,5,720
17554,1,900
17554,3,315
17554,4,315
17554,5,720
17556,1,900
17556,3,315
17556,4,315
17556,5,720
17558,1,900
17558,3,315
17558,4,315
17558,5,720
17561,1,1800
17561,3,630
17561,4,630
17561,5,1440
17620,1,6000
17620,3,2100
17620,4,2100
17620,5,4800
17635,1,12000
17635,3,4200
17635,4,4200
17635,5,9600
17637,1,18000
17637,3,6300
17637,4,6300
17637,5,14400
17649,1,1200
17649,3,420
17649,4,420
17649,5,960
17649,8,72000
17651,1,1200
17651,3,420
17651,4,420
17651,5,960
17651,8,72000
17653,1,1200
17653,3,420
17653,4,420
17653,5,960
17655,1,1200
17655,3,420
17655,4,420
17655,5,960
17657,1,1200
17657,3,420
17657,4,420
17657,5,960
17657,8,72000
17659,1,1200
17659,3,420
17659,4,420
17659,5,960
17659,8,72000
17661,1,1200
17661,3,420
17661,4,420
17661,5,960
17663,1,1200
17663,3,420
17663,4,420
17663,5,960
17665,1,1200
17665,3,420
17665,4,420
17665,5,960
17665,8,72000
17667,1,1200
17667,3,420
17667,4,420
17667,5,960
17667,8,72000
17669,1,1200
17669,3,420
17669,4,420
17669,5,960
17671,1,1200
17671,3,420
17671,4,420
17671,5,960
17673,1,1200
17673,3,420
17673,4,420
17673,5,960
17673,8,72000
17675,1,1200
17675,3,420
17675,4,420
17675,5,960
17677,1,1200
17677,3,420
17677,4,420
17677,5,960
17679,1,1200
17679,3,420
17679,4,420
17679,5,960
17679,8,72000
17681,1,1200
17681,3,420
17681,4,420
17681,5,960
17683,1,1200
17683,3,420
17683,4,420
17683,5,960
17685,1,1200
17685,3,420
17685,4,420
17685,5,960
17687,1,1200
17687,3,420
17687,4,420
17687,5,960
17687,8,72000
17689,1,1200
17689,3,420
17689,4,420
17689,5,960
17689,8,72000
17691,1,1200
17691,3,420
17691,4,420
17691,5,960
17693,1,1200
17693,3,420
17693,4,420
17693,5,960
17693,8,72000
17695,1,1200
17695,3,420
17695,4,420
17695,5,960
17695,8,72000
17704,1,6000
17704,3,2100
17704,4,2100
17704,5,4800
17706,1,6000
17706,3,2100
17706,4,2100
17706,5,4800
17708,1,6000
17708,3,2100
17708,4,2100
17708,5,4800
17710,1,12000
17710,3,4200
17710,4,4200
17710,5,9600
17714,1,12000
17714,3,4200
17714,4,4200
17714,5,9600
17716,1,12000
17716,3,4200
17716,4,4200
17716,5,9600
17719,1,12000
17719,3,4200
17719,4,4200
17719,5,9600
17721,1,12000
17721,3,4200
17721,4,4200
17721,5,9600
17723,1,12000
17723,3,4200
17723,4,4200
17723,5,9600
17727,1,18000
17727,3,6300
17727,4,6300
17727,5,14400
17729,1,18000
17729,3,6300
17729,4,6300
17729,5,14400
17733,1,18000
17733,3,6300
17733,4,6300
17733,5,14400
17737,1,18000
17737,3,6300
17737,4,6300
17737,5,14400
17739,1,18000
17739,3,6300
17739,4,6300
17739,5,14400
17741,1,18000
17741,3,6300
17741,4,6300
17741,5,14400
17813,1,6000
17813,3,2100
17813,4,2100
17813,5,4800
17833,1,900
17833,3,315
17833,4,315
17833,5,720
17835,1,900
17835,3,315
17835,4,315
17835,5,720
17837,1,900
17837,3,315
17837,4,315
17837,5,720
17839,1,900
17839,3,315
17839,4,315
17839,5,720
17842,1,6000
17842,3,2100
17842,4,2100
17842,5,4800
17844,1,12000
17844,3,4200
17844,4,4200
17844,5,9600
17858,1,1200
17858,3,420
17858,4,420
17858,5,960
17858,8,72000
17860,1,1200
17860,3,420
17860,4,420
17860,5,960
17860,8,72000
17862,1,1200
17862,3,420
17862,4,420
17862,5,960
17862,8,72000
17864,1,1200
17864,3,420
17864,4,420
17864,5,960
17864,8,72000
17874,1,1800
17874,3,630
17874,4,630
17874,5,1440
17885,1,1800
17885,3,630
17885,4,630
17885,5,1440
17902,1,9360
17902,3,3276
17902,4,3276
17902,5,7488
17913,1,5460
17913,3,1911
17913,4,1911
17913,5,4368
17919,1,18000
17919,3,6300
17919,4,6300
17919,5,14400
17921,1,18000
17921,3,6300
17921,4,6300
17921,5,14400
17923,1,12000
17923,3,4200
17923,4,4200
17923,5,9600
17925,1,6000
17925,3,2100
17925,4,2100
17925,5,4800
17927,1,6000
17927,3,2100
17927,4,2100
17927,5,4800
17929,1,6000
17929,3,2100
17929,4,2100
17929,5,4800
17931,1,6000
17931,3,2100
17931,4,2100
17931,5,4800
17933,1,6000
17933,3,2100
17933,4,2100
17933,5,4800
17939,1,2700
17939,3,945
17939,4,945
17939,5,2160
17939,8,51000
18037,1,300
18037,3,105
18037,4,105
18037,5,240
18037,8,3300
18039,1,300
18039,3,105
18039,4,105
18039,5,240
18039,8,3300
18041,1,300
18041,3,105
18041,4,105
18041,5,240
18041,8,3300
18043,1,300
18043,3,105
18043,4,105
18043,5,240
18043,8,3300
18045,1,300
18045,3,105
18045,4,105
18045,5,240
18045,8,3300
18047,1,300
18047,3,105
18047,4,105
18047,5,240
18047,8,3300
18049,1,300
18049,3,105
18049,4,105
18049,5,240
18049,8,3300
18051,1,300
18051,3,105
18051,4,105
18051,5,240
18051,8,3300
18053,1,300
18053,3,105
18053,4,105
18053,5,240
18053,8,3300
18055,1,300
18055,3,105
18055,4,105
18055,5,240
18055,8,3300
18057,1,300
18057,3,105
18057,4,105
18057,5,240
18057,8,3300
18059,1,300
18059,3,105
18059,4,105
18059,5,240
18059,8,3300
18061,1,300
18061,3,105
18061,4,105
18061,5,240
18061,8,3300
18063,1,300
18063,3,105
18063,4,105
18063,5,240
18063,8,3300
18065,1,300
18065,3,105
18065,4,105
18065,5,240
18065,8,3300
18067,1,300
18067,3,105
18067,4,105
18067,5,240
18067,8,3300
18069,1,5460
18069,3,1911
18069,4,1911
18069,5,4368
18591,1,480
18591,3,168
18591,4,168
18591,5,384
18593,1,480
18593,3,168
18593,4,168
18593,5,384
18595,1,480
18595,3,168
18595,4,168
18595,5,384
18597,1,480
18597,3,168
18597,4,168
18597,5,384
18599,1,480
18599,3,168
18599,4,168
18599,5,384
18601,1,480
18601,3,168
18601,4,168
18601,5,384
18603,1,480
18603,3,168
18603,4,168
18603,5,384
18605,1,480
18605,3,168
18605,4,168
18605,5,384
18607,1,480
18607,3,168
18607,4,168
18607,5,384
18609,1,480
18609,3,168
18609,4,168
18609,5,384
18611,1,480
18611,3,168
18611,4,168
18611,5,384
18613,1,480
18613,3,168
18613,4,168
18613,5,384
18615,1,480
18615,3,168
18615,4,168
18615,5,384
18617,1,480
18617,3,168
18617,4,168
18617,5,384
18619,1,480
18619,3,168
18619,4,168
18619,5,384
18625,1,480
18625,3,168
18625,4,168
18625,5,384
18640,1,3600
18640,3,1260
18640,4,1260
18640,5,2880
18640,8,55200
19721,1,2000000
19721,3,28000
19721,4,28000
19721,5,1600000
19723,1,2000000
19723,3,28000
19723,4,28000
19723,5,1600000
19725,1,2000000
19725,3,28000
19725,4,28000
19725,5,1600000
19727,1,2000000
19727,3,28000
19727,4,28000
19727,5,1600000
19740,1,7020
19740,3,2457
19740,4,2457
19740,5,5616
19745,1,12000
19745,3,4200
19745,4,4200
19745,5,9600
19745,8,128100
19807,1,4680
19807,3,1638
19807,4,1638
19807,5,3744
19809,1,1800
19809,3,630
19809,4,630
19809,5,1440
19811,1,1800
19811,3,630
19811,4,630
19811,5,1440
19813,1,1800
19813,3,630
19813,4,630
19813,5,1440
19815,1,1800
19815,3,630
19815,4,630
19815,5,1440
19995,1,600
19995,3,210
19995,4,210
19995,5,480
20003,1,600
20003,3,210
20003,4,210
20003,5,480
20108,1,1800
20108,3,105
20108,4,105
20108,5,1440
20126,1,240000
20126,3,84000
20126,4,84000
20126,5,192000
20184,1,1500000
20184,3,21000
20184,4,21000
20184,5,1200000
20184,8,1485000
20186,1,1500000
20186,3,21000
20186,4,21000
20186,5,1200000
20186,8,1485000
20188,1,1500000
20188,3,21000
20188,4,21000
20188,5,1200000
20188,8,1485000
20190,1,1500000
20190,3,21000
20190,4,21000
20190,5,1200000
20190,8,1485000
20219,1,1800
20219,3,630
20219,4,630
20219,5,1440
20225,1,1800
20225,3,630
20225,4,630
20225,5,1440
20231,1,1800
20231,3,630
20231,4,630
20231,5,1440
20237,1,1800
20237,3,630
20237,4,630
20237,5,1440
20239,1,900
20239,3,315
20239,4,315
20239,5,720
20241,1,900
20241,3,315
20241,4,315
20241,5,720
20243,1,900
20243,3,315
20243,4,315
20243,5,720
20245,1,900
20245,3,315
20245,4,315
20245,5,720
20247,1,900
20247,3,315
20247,4,315
20247,5,720
20249,1,900
20249,3,315
20249,4,315
20249,5,720
20251,1,900
20251,3,315
20251,4,315
20251,5,720
20253,1,900
20253,3,315
20253,4,315
20253,5,720
20255,1,900
20255,3,315
20255,4,315
20255,5,720
20261,1,900
20261,3,315
20261,4,315
20261,5,720
20263,1,900
20263,3,315
20263,4,315
20263,5,720
20265,1,900
20265,3,315
20265,4,315
20265,5,720
20281,1,54000
20281,3,18900
20281,4,18900
20281,5,43200
20281,8,1021800
20344,1,2340
20344,3,819
20344,4,819
20344,5,1872
20346,1,2340
20346,3,819
20346,4,819
20346,5,1872
20348,1,2340
20348,3,819
20348,4,819
20348,5,1872
20350,1,2340
20350,3,819
20350,4,819
20350,5,1872
20352,1,4680
20352,3,1638
20352,4,1638
20352,5,3744
20354,1,7020
20354,3,2457
20354,4,2457
20354,5,5616
20368,1,900
20368,3,315
20368,4,315
20368,5,720
20445,1,36000
20445,3,12600
20445,4,12600
20445,5,28800
20445,8,72000
20447,1,36000
20447,3,12600
20447,4,12600
20447,5,28800
20447,8,72000
20449,1,36000
20449,3,12600
20449,4,12600
20449,5,28800
20449,8,72000
20451,1,36000
20451,3,12600
20451,4,12600
20451,5,28800
20451,8,72000
20453,1,36000
20453,3,12600
20453,4,12600
20453,5,28800
20453,8,72000
20455,1,36000
20455,3,12600
20455,4,12600
20455,5,28800
20455,8,72000
20540,1,36000
20540,3,12600
20540,4,12600
20540,5,28800
20540,8,72000
20556,1,900
20556,3,315
20556,4,315
20556,5,720
20558,1,1800
20558,3,630
20558,4,630
20558,5,1440
20560,1,2700
20560,3,945
20560,4,945
20560,5,2160
20562,1,4500
20562,3,1575
20562,4,1575
20562,5,3600
20564,1,4500
20564,3,1575
20564,4,1575
20564,5,3600
20566,1,3600
20566,3,1260
20566,4,1260
20566,5,2880
20568,1,900
20568,3,315
20568,4,315
20568,5,720
20570,1,900
20570,3,315
20570,4,315
20570,5,720
20574,1,1800
20574,3,630
20574,4,630
20574,5,1440
20576,1,1800
20576,3,630
20576,4,630
20576,5,1440
20578,1,1800
20578,3,630
20578,4,630
20578,5,1440
20580,1,1800
20580,3,630
20580,4,630
20580,5,1440
20582,1,1800
20582,3,630
20582,4,630
20582,5,1440
20588,1,900
20588,3,315
20588,4,315
20588,5,720
20590,1,1800
20590,3,630
20590,4,630
20590,5,1440
20592,1,2700
20592,3,945
20592,4,945
20592,5,2160
20594,1,900
20594,3,315
20594,4,315
