typeID,activityID,materialTypeID,quantity
36976,1,21947,100
36976,1,21949,100
36976,1,21951,100
36976,1,21957,100
36976,1,21961,100
36976,1,21953,400
36977,1,21947,1
36977,1,21949,1
36977,1,21951,1
36977,1,21957,1
36977,1,21961,1
36977,1,36956,1
36977,1,36957,1
36977,1,21959,3
20594,1,34,556
20594,1,35,278
20594,1,21726,1
20594,1,21590,1
20594,5,21587,1
20594,5,21589,1
20594,5,21590,1
20594,5,21727,1
36979,1,21963,4
36979,1,21969,4
36979,1,21965,40
36979,1,21967,40
36979,1,21947,100
36979,1,21949,100
36979,1,21951,100
36979,1,21957,100
36979,1,21961,100
36979,1,21959,400
36980,1,21947,1
36980,1,21949,1
36980,1,21951,1
36980,1,21957,1
36980,1,21961,1
36980,1,36956,4
36981,1,21965,4
36981,1,21967,4
36981,1,21947,10
36981,1,21949,10
36981,1,21951,10
36981,1,21957,10
36981,1,21961,10
36981,1,36956,40
20598,1,34,560
20598,1,35,492
20598,1,36,92
20598,1,37,2
20598,1,38,3
20598,1,21587,2
20598,1,21590,1
20598,1,21725,1
20598,5,21727,4
20598,5,21590,1
20600,1,34,3258
20600,1,35,2926
20600,1,36,107
20600,1,21587,2
20600,1,21590,1
20600,1,21725,2
20600,5,21728,1
20600,5,21587,3
20600,5,21590,1
20600,5,21727,2
20602,1,34,92
20602,1,35,1007
20602,1,38,7
20602,1,39,4
20602,1,40,18
20602,1,21590,1
20602,1,21724,1
20602,5,21728,3
20602,5,21587,1
20602,5,21589,1
20602,5,21590,1
20604,1,34,122
20604,1,35,1342
20604,1,38,9
20604,1,39,4
20604,1,40,22
20604,1,21724,2
20604,5,21728,1
20604,5,21589,1
20604,5,21590,3
20604,5,21591,1
20604,5,21724,2
20606,1,34,2106
20606,1,35,2077
20606,1,21074,1
20606,1,21077,2
20606,1,21079,1
20606,1,21081,2
20606,1,21082,4
20606,1,21086,1
20608,1,34,2106
20608,1,35,2077
20608,1,21074,1
20608,1,21077,2
20608,1,21079,1
20608,1,21081,2
20608,1,21082,4
20608,1,21086,1
20610,1,34,2106
20610,1,35,2077
20610,1,21074,1
20610,1,21077,2
20610,1,21079,1
20610,1,21081,2
20610,1,21082,4
20610,1,21086,1
20612,1,34,2106
20612,1,35,2077
20612,1,21074,1
20612,1,21077,2
20612,1,21079,1
20612,1,21081,2
20612,1,21082,4
20612,1,21086,1
36997,1,2868,15
36997,1,2870,15
36997,1,2872,15
36997,1,2875,15
36997,1,2876,15
36997,1,2867,30
36997,1,2869,30
36997,1,2871,30
36997,1,40,1500
36997,1,39,3500
36997,1,38,7500
36997,1,37,40000
36997,1,36,350000
36997,1,35,1000000
36997,1,34,5000000
20614,1,35,23700
20614,1,36,574
20614,1,38,87
20614,1,40,34
20614,1,21074,2
20614,1,21078,3
20614,1,21080,3
20614,1,21085,3
20614,1,21086,1
36999,1,2868,6
36999,1,2870,6
36999,1,2872,6
36999,1,2875,6
36999,1,2876,6
36999,1,2867,12
36999,1,2869,12
36999,1,2871,12
36999,1,40,600
36999,1,39,1400
36999,1,38,3000
36999,1,37,16000
36999,1,36,140000
36999,1,35,400000
36999,1,34,2000000
37000,1,2868,75
37000,1,2870,75
37000,1,2872,75
37000,1,2875,75
37000,1,2876,75
37000,1,2867,150
37000,1,2869,150
37000,1,2871,150
37000,1,40,6000
37000,1,39,14000
37000,1,38,30000
37000,1,37,160000
37000,1,36,1400000
37000,1,35,4000000
37000,1,34,20000000
37001,1,2867,25
37001,1,2869,25
37001,1,2871,25
37001,1,2868,50
37001,1,2870,50
37001,1,2872,50
37001,1,2875,50
37001,1,2876,50
37001,1,40,2250
37001,1,39,5250
37001,1,38,11250
37001,1,37,60000
37001,1,36,525000
37001,1,35,1500000
37001,1,34,7500000
20618,1,21728,1
20618,1,34,1327
20618,1,35,481
20618,1,36,113
20618,1,21588,1
20618,1,21591,1
20618,5,21588,1
20618,5,21590,1
20618,5,21727,1
37003,1,40,750
37003,1,39,1750
37003,1,38,3750
37003,1,37,20000
37003,1,36,175000
37003,1,35,500000
37003,1,34,2500000
20620,1,21728,2
20620,1,35,1327
20620,1,36,481
20620,1,37,113
20620,1,21588,2
20620,1,21591,2
20620,1,21727,1
20620,5,21588,3
20620,5,21727,2
37005,1,40,750
37005,1,39,1750
37005,1,38,3750
37005,1,37,20000
37005,1,36,175000
37005,1,35,500000
37005,1,34,2500000
37006,1,40,750
37006,1,39,1750
37006,1,38,3750
37006,1,37,20000
37006,1,36,175000
37006,1,35,500000
37006,1,34,2500000
37007,1,40,750
37007,1,39,1750
37007,1,38,3750
37007,1,37,20000
37007,1,36,175000
37007,1,35,500000
37007,1,34,2500000
37008,1,40,2250
37008,1,39,5250
37008,1,38,11250
37008,1,37,60000
37008,1,36,525000
37008,1,35,1500000
37008,1,34,7500000
37008,8,20420,10
37008,8,20423,10
20626,1,34,916
20626,1,35,64
20626,1,36,29
20626,1,38,4
20626,1,21077,3
20626,1,21081,1
20626,1,21082,2
20626,1,21086,1
37011,1,2867,45
37011,1,2868,45
37011,1,2871,45
37011,1,2875,45
37011,1,2876,45
37011,1,2869,90
37011,1,2870,90
37011,1,2872,90
37011,1,40,3750
37011,1,39,8750
37011,1,38,18750
37011,1,37,100000
37011,1,36,875000
37011,1,35,2500000
37011,1,34,12500000
20628,1,34,227
20628,1,35,181
20628,1,36,10
20628,1,21074,1
20628,1,21082,1
20628,1,21086,1
37014,1,2867,1
37014,1,2868,1
37014,1,2871,1
37014,1,2875,1
37014,1,2876,1
37014,1,2869,2
37014,1,2870,2
37014,1,2872,2
37014,1,40,75
37014,1,39,175
37014,1,38,375
37014,1,37,2000
37014,1,36,17500
37014,1,35,50000
37014,1,34,250000
37015,1,2867,15
37015,1,2868,15
37015,1,2871,15
37015,1,2875,15
37015,1,2876,15
37015,1,2869,30
37015,1,2870,30
37015,1,2872,30
37015,1,40,1500
37015,1,39,3500
37015,1,38,7500
37015,1,37,40000
37015,1,36,350000
37015,1,35,1000000
37015,1,34,5000000
20632,1,21088,1
20632,1,21089,2
20632,1,34,3383
20632,1,35,2769
20632,1,36,181
20632,1,21080,1
20632,1,21086,1
20632,1,21087,1
4249,4,9836,2
4249,4,11462,1
4249,4,3814,3
4249,3,9836,2
4249,3,11462,1
4249,3,3814,3
4249,1,11536,30
4249,1,11399,6
4249,1,28654,1
4249,1,9840,30
4249,1,11483,1
4249,5,3812,20
4249,5,11462,1
20634,1,34,8071
20634,1,35,7488
20634,1,36,219
20634,1,37,2
20634,1,21074,1
20634,1,21076,1
20634,1,21080,1
20634,1,21081,1
20634,1,21082,1
20634,1,21085,2
20634,1,21086,2
4251,4,11457,1
4251,4,9836,1
4251,4,3814,1
4251,3,11457,1
4251,3,9836,1
4251,3,3814,1
4251,1,11689,12
4251,1,11399,1
4251,1,9840,12
4251,1,11482,1
4251,1,24348,1
4251,5,11457,1
4251,5,3812,10
20636,1,21089,1
20636,1,34,8071
20636,1,35,7488
20636,1,36,219
20636,1,37,2
20636,1,21074,1
20636,1,21076,1
20636,1,21080,1
20636,1,21082,1
20636,1,21085,2
20636,1,21086,2
4253,4,11457,1
4253,4,9836,6
4253,4,3814,10
4253,3,11457,1
4253,3,9836,6
4253,3,3814,10
4253,1,11689,113
4253,1,11399,41
4253,1,9840,113
4253,1,24644,1
4253,1,11482,1
4253,5,11457,1
4253,5,3812,60
20638,1,21089,1
20638,1,34,8071
20638,1,35,7488
20638,1,36,219
20638,1,37,2
20638,1,21074,1
20638,1,21076,1
20638,1,21080,1
20638,1,21082,1
20638,1,21085,2
20638,1,21086,2
4255,4,11458,1
4255,4,9836,1
4255,4,3814,1
4255,3,11458,1
4255,3,9836,1
4255,3,3814,1
4255,1,11399,1
4255,1,11563,1
4255,1,9838,6
4255,1,11539,6
4255,1,11482,1
4255,5,11458,1
4255,5,3812,10
20640,1,21089,1
20640,1,34,8071
20640,1,35,7488
20640,1,36,219
20640,1,37,2
20640,1,21074,1
20640,1,21076,1
20640,1,21080,1
20640,1,21082,1
20640,1,21085,2
20640,1,21086,2
4257,4,11464,1
4257,4,9836,1
4257,4,3814,1
4257,3,11464,1
4257,3,9836,1
4257,3,3814,1
4257,1,27914,1
4257,1,11399,1
4257,1,11540,8
4257,1,9848,8
4257,1,11486,1
4257,5,11464,1
4257,5,3812,10
37026,1,2868,3
37026,1,2869,3
37026,1,2871,3
37026,1,2872,3
37026,1,2876,3
37026,1,2867,7
37026,1,2870,7
37026,1,2875,7
37026,1,40,300
37026,1,39,700
37026,1,38,1500
37026,1,37,8000
37026,1,36,70000
37026,1,35,200000
37026,1,34,1000000
4259,4,9836,1
4259,4,3814,1
4259,4,11463,1
4259,3,9836,1
4259,3,3814,1
4259,3,11463,1
4259,1,11399,1
4259,1,9834,6
4259,1,17938,1
4259,1,11540,6
4259,1,11483,1
4259,5,3812,10
4259,5,11463,1
37028,1,40,150
37028,1,39,350
37028,1,38,750
37028,1,37,4000
37028,1,36,35000
37028,1,35,100000
37028,1,34,500000
37028,8,20417,10
37028,8,20418,10
4261,4,9836,1
4261,4,3814,1
4261,4,11463,1
4261,3,9836,1
4261,3,3814,1
4261,3,11463,1
4261,1,11399,1
4261,1,9834,6
4261,1,18639,1
4261,1,11540,6
4261,1,11483,1
4261,5,3812,10
4261,5,11463,1
37030,1,40,24000
37030,1,39,56000
37030,1,38,120000
37030,1,37,640000
37030,1,36,5600000
37030,1,35,16000000
37030,1,34,80000000
37031,1,2867,45
37031,1,2868,45
37031,1,2869,45
37031,1,2871,45
37031,1,2875,45
37031,1,2870,90
37031,1,2872,90
37031,1,2876,90
37031,1,40,3750
37031,1,39,8750
37031,1,38,18750
37031,1,37,100000
37031,1,36,875000
37031,1,35,2500000
37031,1,34,12500000
37032,1,2867,1
37032,1,2868,1
37032,1,2869,1
37032,1,2871,1
37032,1,2875,1
37032,1,2870,2
37032,1,2872,2
37032,1,2876,2
37032,1,40,75
37032,1,39,175
37032,1,38,375
37032,1,37,2000
37032,1,36,17500
37032,1,35,50000
37032,1,34,250000
37033,1,2867,3
37033,1,2868,3
37033,1,2869,3
37033,1,2871,3
37033,1,2875,3
37033,1,2870,7
37033,1,2872,7
37033,1,2876,7
37033,1,40,300
37033,1,39,700
37033,1,38,1500
37033,1,37,8000
37033,1,36,70000
37033,1,35,200000
37033,1,34,1000000
37034,1,2871,5
37034,1,2875,5
37034,1,2876,5
37034,1,2867,10
37034,1,2868,10
37034,1,2869,10
37034,1,2870,10
37034,1,2872,10
37034,1,40,250
37034,1,39,350
37034,1,38,1000
37034,1,37,10000
37034,1,36,75000
37034,1,35,250000
37034,1,34,1500000
4267,4,11459,1
4267,4,9836,2
4267,4,3814,3
4267,3,11459,1
4267,3,9836,2
4267,3,3814,3
4267,1,11399,5
4267,1,16681,33
4267,1,9840,12
4267,1,22227,1
4267,1,11539,12
4267,1,11483,1
4267,1,16682,17
4267,5,11459,1
4267,5,3812,20
4269,4,11465,1
4269,4,9836,2
4269,4,3814,3
4269,3,11465,1
4269,3,9836,2
4269,3,3814,3
4269,1,11399,5
4269,1,16681,33
4269,1,9840,12
4269,1,11541,12
4269,1,20406,1
4269,1,11483,1
4269,1,16682,17
4269,5,11465,1
4269,5,3812,20
37038,1,40,150
37038,1,39,350
37038,1,38,750
37038,1,37,4000
37038,1,36,35000
37038,1,35,100000
37038,1,34,500000
4271,4,11465,1
4271,4,9836,2
4271,4,3814,3
4271,3,11465,1
4271,3,9836,2
4271,3,3814,3
4271,1,11399,5
4271,1,16681,33
4271,1,9840,12
4271,1,20405,1
4271,1,11483,1
4271,1,16682,17
4271,1,11541,12
4271,5,11465,1
4271,5,3812,20
37040,1,40,150
37040,1,39,350
37040,1,38,750
37040,1,37,4000
37040,1,36,35000
37040,1,35,100000
37040,1,34,500000
4273,4,11465,1
4273,4,9836,2
4273,4,3814,3
4273,3,11465,1
4273,3,9836,2
4273,3,3814,3
4273,1,11399,5
4273,1,16681,33
4273,1,11052,1
4273,1,9840,12
4273,1,11541,12
4273,1,11483,1
4273,1,16682,17
4273,5,11465,1
4273,5,3812,20
37042,1,40,300
37042,1,39,700
37042,1,38,1500
37042,1,37,8000
37042,1,36,70000
37042,1,35,200000
37042,1,34,1000000
4275,4,11466,1
4275,4,9836,2
4275,4,3814,3
4275,3,11466,1
4275,3,9836,2
4275,3,3814,3
4275,1,11399,5
4275,1,16681,33
4275,1,9840,12
4275,1,11541,12
4275,1,22553,1
4275,1,11483,1
4275,1,16682,17
4275,5,11466,1
4275,5,3812,20
37044,1,40,1200
37044,1,39,2800
37044,1,38,6000
37044,1,37,32000
37044,1,36,280000
37044,1,35,800000
37044,1,34,4000000
37044,8,20411,10
37044,8,20414,10
37045,1,40,150
37045,1,39,350
37045,1,38,750
37045,1,37,4000
37045,1,36,35000
37045,1,35,100000
37045,1,34,500000
37045,8,20418,10
37045,8,20424,10
37046,1,40,300
37046,1,39,700
37046,1,38,1500
37046,1,37,8000
37046,1,36,70000
37046,1,35,200000
37046,1,34,1000000
37047,1,40,750
37047,1,39,1750
37047,1,38,3750
37047,1,37,20000
37047,1,36,175000
37047,1,35,500000
37047,1,34,2500000
37047,8,20420,10
37047,8,20423,10
37048,1,40,750
37048,1,39,1750
37048,1,38,3750
37048,1,37,20000
37048,1,36,175000
37048,1,35,500000
37048,1,34,2500000
37048,8,20420,10
37048,8,20423,10
37049,1,2867,25
37049,1,2869,25
37049,1,2870,25
37049,1,2872,25
37049,1,2875,25
37049,1,2868,50
37049,1,2871,50
37049,1,2876,50
37049,1,40,2250
37049,1,39,5250
37049,1,38,11250
37049,1,37,60000
37049,1,36,525000
37049,1,35,1500000
37049,1,34,7500000
37050,1,2867,2
37050,1,2869,2
37050,1,2870,2
37050,1,2872,2
37050,1,2875,2
37050,1,2868,5
37050,1,2871,5
37050,1,2876,5
37050,1,40,225
37050,1,39,525
37050,1,38,1125
37050,1,37,6000
37050,1,36,52500
37050,1,35,150000
37050,1,34,750000
4283,4,9836,2
4283,4,3814,3
4283,4,11463,1
4283,3,9836,2
4283,3,3814,3
4283,3,11463,1
4283,1,11399,5
4283,1,16681,33
4283,1,9840,12
4283,1,22228,1
4283,1,11540,12
4283,1,11483,1
4283,1,16682,17
4283,5,3812,20
4283,5,11463,1
37052,1,2867,3
37052,1,2869,3
37052,1,2870,3
37052,1,2872,3
37052,1,2875,3
37052,1,2868,7
37052,1,2871,7
37052,1,2876,7
37052,1,40,300
37052,1,39,700
37052,1,38,1500
37052,1,37,8000
37052,1,36,70000
37052,1,35,200000
37052,1,34,1000000
37053,1,2867,6
37053,1,2869,6
37053,1,2870,6
37053,1,2872,6
37053,1,2875,6
37053,1,2868,12
37053,1,2871,12
37053,1,2876,12
37053,1,40,600
37053,1,39,1400
37053,1,38,3000
37053,1,37,16000
37053,1,36,140000
37053,1,35,400000
37053,1,34,2000000
37054,1,2867,15
37054,1,2869,15
37054,1,2870,15
37054,1,2872,15
37054,1,2875,15
37054,1,2868,30
37054,1,2871,30
37054,1,2876,30
37054,1,40,1500
37054,1,39,3500
37054,1,38,7500
37054,1,37,40000
37054,1,36,350000
37054,1,35,1000000
37054,1,34,5000000
4287,4,11460,1
4287,4,9836,2
4287,4,3814,3
4287,3,11460,1
4287,3,9836,2
4287,3,3814,3
4287,1,20070,1
4287,1,11399,5
4287,1,16681,33
4287,1,9840,12
4287,1,11538,12
4287,1,11483,1
4287,1,16682,17
4287,5,11460,1
4287,5,3812,20
4289,4,11460,1
4289,4,9836,2
4289,4,3814,3
4289,3,11460,1
4289,3,9836,2
4289,3,3814,3
4289,1,11399,5
4289,1,11017,1
4289,1,9840,12
4289,1,11538,12
4289,1,16681,33
4289,1,11483,1
4289,1,16682,17
4289,5,11460,1
4289,5,3812,20
37058,1,2867,10
37058,1,2869,10
37058,1,2870,10
37058,1,2872,10
37058,1,2875,10
37058,1,2868,20
37058,1,2871,20
37058,1,2876,20
37058,1,40,900
37058,1,39,2100
37058,1,38,4500
37058,1,37,24000
37058,1,36,210000
37058,1,35,600000
37058,1,34,3000000
4291,4,11460,1
4291,4,9836,2
4291,4,3814,3
4291,3,11460,1
4291,3,9836,2
4291,3,3814,3
4291,1,11399,5
4291,1,16681,33
4291,1,9840,12
4291,1,11538,12
4291,1,20408,1
4291,1,11483,1
4291,1,16682,17
4291,5,11460,1
4291,5,3812,20
37060,1,40,150
37060,1,39,350
37060,1,38,750
37060,1,37,4000
37060,1,36,35000
37060,1,35,100000
37060,1,34,500000
37060,8,20411,10
37060,8,20414,10
37061,1,40,750
37061,1,39,1750
37061,1,38,3750
37061,1,37,20000
37061,1,36,175000
37061,1,35,500000
37061,1,34,2500000
37062,1,40,750
37062,1,39,1750
37062,1,38,3750
37062,1,37,20000
37062,1,36,175000
37062,1,35,500000
37062,1,34,2500000
37063,1,40,750
37063,1,39,1750
37063,1,38,3750
37063,1,37,20000
37063,1,36,175000
37063,1,35,500000
37063,1,34,2500000
37064,1,40,300
37064,1,39,700
37064,1,38,1500
37064,1,37,8000
37064,1,36,70000
37064,1,35,200000
37064,1,34,1000000
37065,1,40,300
37065,1,39,700
37065,1,38,1500
37065,1,37,8000
37065,1,36,70000
37065,1,35,200000
37065,1,34,1000000
37066,1,40,450
37066,1,39,1050
37066,1,38,2250
37066,1,37,12000
37066,1,36,105000
37066,1,35,300000
37066,1,34,1500000
37066,8,20417,10
37066,8,20418,10
37067,1,40,750
37067,1,39,1750
37067,1,38,3750
37067,1,37,20000
37067,1,36,175000
37067,1,35,500000
37067,1,34,2500000
37068,1,40,300
37068,1,39,700
37068,1,38,1500
37068,1,37,8000
37068,1,36,70000
37068,1,35,200000
37068,1,34,1000000
37069,1,2867,10
37069,1,2869,10
37069,1,2870,10
37069,1,2871,10
37069,1,2872,10
37069,1,2868,20
37069,1,2875,20
37069,1,2876,20
37069,1,40,900
37069,1,39,2100
37069,1,38,4500
37069,1,37,24000
37069,1,36,210000
37069,1,35,600000
37069,1,34,3000000
37071,1,2867,15
37071,1,2869,15
37071,1,2870,15
37071,1,2871,15
37071,1,2872,15
37071,1,2868,30
37071,1,2875,30
37071,1,2876,30
37071,1,40,1500
37071,1,39,3500
37071,1,38,7500
37071,1,37,40000
37071,1,36,350000
37071,1,35,1000000
37071,1,34,5000000
37072,1,2867,2
37072,1,2869,2
37072,1,2870,2
37072,1,2871,2
37072,1,2872,2
37072,1,2868,5
37072,1,2875,5
37072,1,2876,5
37072,1,40,225
37072,1,39,525
37072,1,38,1125
37072,1,37,6000
37072,1,36,52500
37072,1,35,150000
37072,1,34,750000
4305,1,34,3640000
4305,1,35,1300000
4305,1,36,234000
4305,1,37,26000
4305,1,38,10400
4305,1,39,2600
4305,1,40,520
37074,1,2867,3
37074,1,2869,3
37074,1,2870,3
37074,1,2871,3
37074,1,2872,3
37074,1,2868,7
37074,1,2875,7
37074,1,2876,7
37074,1,40,300
37074,1,39,700
37074,1,38,1500
37074,1,37,8000
37074,1,36,70000
37074,1,35,200000
37074,1,34,1000000
4307,1,34,3640000
4307,1,35,1300000
4307,1,36,234000
4307,1,37,26000
4307,1,38,10400
4307,1,39,2600
4307,1,40,520
4309,1,34,3640000
4309,1,35,1300000
4309,1,36,234000
4309,1,37,26000
4309,1,38,10400
4309,1,39,2600
4309,1,40,520
4311,1,34,3640000
4311,1,35,1300000
4311,1,36,234000
4311,1,37,26000
4311,1,38,10400
4311,1,39,2600
4311,1,40,520
37080,1,40,450
37080,1,39,1050
37080,1,38,2250
37080,1,37,12000
37080,1,36,105000
37080,1,35,300000
37080,1,34,1500000
37080,8,20417,10
37080,8,20419,10
4313,1,9848,1
4313,1,44,4
4313,1,3689,4
4313,1,9832,9
4313,1,16275,20
4313,1,3683,22
4313,1,16272,170
4313,1,16273,350
4313,1,17887,450
4314,1,9848,1
4314,1,44,4
4314,1,3689,4
4314,1,9832,9
4314,1,16275,20
4314,1,3683,22
4314,1,16272,170
4314,1,16273,350
4314,1,17888,450
4315,1,9848,1
4315,1,44,4
4315,1,3689,4
4315,1,9832,9
4315,1,16275,20
4315,1,3683,22
4315,1,16272,170
4315,1,16273,350
4315,1,16274,450
4316,1,9848,1
4316,1,44,4
4316,1,3689,4
4316,1,9832,9
4316,1,16275,20
4316,1,3683,22
4316,1,16272,170
4316,1,16273,350
4316,1,17889,450
37085,1,40,450
37085,1,39,1050
37085,1,38,2250
37085,1,37,12000
37085,1,36,105000
37085,1,35,300000
37085,1,34,1500000
20702,1,40,2266
20702,1,39,4534
20702,1,38,15823
20702,1,37,52033
20702,1,36,314957
20702,1,35,828117
20702,1,34,3427873
20702,8,20171,8
20702,8,20416,8
37087,1,40,450
37087,1,39,1050
37087,1,38,2250
37087,1,37,12000
37087,1,36,105000
37087,1,35,300000
37087,1,34,1500000
37087,8,20417,10
37087,8,20419,10
20704,1,40,2500
20704,1,39,5466
20704,1,38,16433
20704,1,37,56183
20704,1,36,342157
20704,1,35,828100
20704,1,34,3826117
20704,8,20171,8
20704,8,20414,8
4364,1,34,45636
4364,1,35,11911
4364,1,36,4932
4364,1,37,709
4364,1,38,221
4364,1,39,54
4364,1,40,16
37138,1,2867,1
37138,1,2868,1
37138,1,2871,1
37138,1,40,23
37138,1,39,53
37138,1,38,113
37138,1,37,600
37138,1,36,5250
37138,1,35,15000
37138,1,34,75000
37139,1,2869,6
37139,1,2870,6
37139,1,2872,6
37139,1,2875,6
37139,1,2876,6
37139,1,2867,12
37139,1,2868,12
37139,1,2871,12
37139,1,40,600
37139,1,39,1400
37139,1,38,3000
37139,1,37,16000
37139,1,36,140000
37139,1,35,400000
37139,1,34,2000000
4384,1,34,91534
4384,1,35,22826
4384,1,36,5734
4384,1,37,1440
4384,1,38,360
4384,1,39,174
4384,1,40,32
4387,4,9836,4
4387,4,3814,7
4387,1,34,210226
4387,1,35,63264
4387,1,36,32539
4387,1,37,8751
4387,1,38,2200
4387,1,39,1956
4387,1,40,488
4387,1,3687,18
4387,1,447,7
4387,5,3812,14
4389,1,34,45636
4389,1,35,11911
4389,1,36,4932
4389,1,37,709
4389,1,38,221
4389,1,39,54
4389,1,40,16
4392,1,36,1327
4392,1,37,481
4392,1,38,113
4394,1,34,1230
4394,1,35,234
4394,1,36,380
4394,1,37,4
4394,1,39,12
4394,1,40,4
4394,8,20419,2
4394,8,20418,2
4396,1,25604,9
4396,1,25597,18
4396,1,25599,22
4396,8,20417,2
4396,8,20418,2
4398,1,25604,44
4398,1,25597,89
4398,1,25599,111
4398,8,20417,3
4398,8,20418,3
4400,1,25616,5
4400,1,25617,6
4400,1,11483,1
4400,1,25623,3
4402,1,25616,24
4402,1,25617,30
4402,1,11483,1
4402,1,25623,12
4404,1,34,25649
4404,1,35,20583
4404,1,38,3
4404,1,39,4
4406,1,4393,1
4406,1,11399,8
4406,1,9840,5
4406,1,9842,5
4406,1,11541,9
4406,1,11483,1
4408,1,40,2
4408,1,35,4
4408,1,37,3
4408,1,38,3
4408,1,39,2
4410,1,34,636
4410,1,35,62
4410,1,36,358
4410,1,37,11
4410,1,38,6
4410,1,39,6
4410,1,40,8
41698,1,12219,1
41698,1,41267,7
41698,1,41266,19
41698,1,41268,71
37287,1,25598,160
37287,1,25590,480
37287,1,25601,480
37287,1,25591,1600
37287,1,25592,1600
37287,1,25593,1600
37287,1,25594,1600
37287,1,25597,1600
37287,1,25599,1600
37287,1,25604,1600
37287,8,20415,2
37287,8,20416,2
37309,1,25598,3600
37309,1,25590,7200
37309,1,25601,10800
37309,1,25591,12000
37309,1,25592,12000
37309,1,25593,12000
37309,1,25594,12000
37309,1,25597,12000
37309,1,25599,12000
37309,1,25604,12000
37309,8,20418,3
37309,8,20419,3
37310,1,25598,36000
37310,1,25590,72000
37310,1,25601,108000
37310,1,25591,120000
37310,1,25592,120000
37310,1,25593,120000
37310,1,25594,120000
37310,1,25597,120000
37310,1,25599,120000
37310,1,25604,120000
37310,8,20418,4
37310,8,20419,4
37311,4,11459,1
37311,4,9836,2
37311,4,3814,4
37311,3,11459,1
37311,3,9836,2
37311,3,3814,4
37311,1,11478,1
37311,1,25617,8
37311,1,25601,14
37311,1,25609,14
37311,1,25610,250
37311,1,25613,250
37311,1,25623,250
37311,1,25611,1200
37311,1,25612,1200
37311,1,25616,1200
37311,1,25618,1200
37311,5,11459,1
37311,5,3812,5
37312,1,25598,160
37312,1,25590,480
37312,1,25601,480
37312,1,25591,1600
37312,1,25592,1600
37312,1,25593,1600
37312,1,25594,1600
37312,1,25597,1600
37312,1,25599,1600
37312,1,25604,1600
37312,8,20415,2
37312,8,20416,2
37314,4,11459,1
37314,4,9836,2
37314,4,3814,4
37314,3,11459,1
37314,3,9836,2
37314,3,3814,4
37314,1,11478,1
37314,1,25617,8
37314,1,25601,14
37314,1,25609,14
37314,1,25610,250
37314,1,25613,250
37314,1,25623,250
37314,1,25611,1200
37314,1,25612,1200
37314,1,25616,1200
37314,1,25618,1200
37314,5,11459,1
37314,5,3812,5
37315,1,25598,160
37315,1,25590,480
37315,1,25601,480
37315,1,25591,1600
37315,1,25592,1600
37315,1,25593,1600
37315,1,25594,1600
37315,1,25597,1600
37315,1,25599,1600
37315,1,25604,1600
37315,8,20415,2
37315,8,20416,2
37316,4,11459,1
37316,4,9836,2
37316,4,3814,4
37316,3,11459,1
37316,3,9836,2
37316,3,3814,4
37316,1,11478,1
37316,1,25617,8
37316,1,25601,14
37316,1,25609,14
37316,1,25610,250
37316,1,25613,250
37316,1,25623,250
37316,1,25611,1200
37316,1,25612,1200
37316,1,25616,1200
37316,1,25618,1200
37316,5,11459,1
37316,5,3812,5
37317,1,25598,160
37317,1,25590,480
37317,1,25601,480
37317,1,25591,1600
37317,1,25592,1600
37317,1,25593,1600
37317,1,25594,1600
37317,1,25597,1600
37317,1,25599,1600
37317,1,25604,1600
37317,8,20415,2
37317,8,20416,2
37318,4,11459,1
37318,4,9836,2
37318,4,3814,4
37318,3,11459,1
37318,3,9836,2
37318,3,3814,4
37318,1,11478,1
37318,1,25617,8
37318,1,25601,14
37318,1,25609,14
37318,1,25610,250
37318,1,25613,250
37318,1,25623,250
37318,1,25611,1200
37318,1,25612,1200
37318,1,25616,1200
37318,1,25618,1200
37318,5,11459,1
37318,5,3812,5
37319,1,25598,160
37319,1,25590,480
37319,1,25601,480
37319,1,25591,1600
37319,1,25592,1600
37319,1,25593,1600
37319,1,25594,1600
37319,1,25597,1600
37319,1,25599,1600
37319,1,25604,1600
37319,8,20415,2
37319,8,20416,2
37320,4,11459,1
37320,4,9836,2
37320,4,3814,4
37320,3,11459,1
37320,3,9836,2
37320,3,3814,4
37320,1,11478,1
37320,1,25617,8
37320,1,25601,14
37320,1,25609,14
37320,1,25610,250
37320,1,25613,250
37320,1,25623,250
37320,1,25611,1200
37320,1,25612,1200
37320,1,25616,1200
37320,1,25618,1200
37320,5,11459,1
37320,5,3812,5
37321,1,25598,160
37321,1,25590,480
37321,1,25601,480
37321,1,25591,1600
37321,1,25592,1600
37321,1,25593,1600
37321,1,25594,1600
37321,1,25597,1600
37321,1,25599,1600
37321,1,25604,1600
37321,8,20415,2
37321,8,20416,2
37322,4,11459,1
37322,4,9836,2
37322,4,3814,4
37322,3,11459,1
37322,3,9836,2
37322,3,3814,4
37322,1,11478,1
37322,1,25617,8
37322,1,25601,14
37322,1,25609,14
37322,1,25610,250
37322,1,25613,250
37322,1,25623,250
37322,1,25611,1200
37322,1,25612,1200
37322,1,25616,1200
37322,1,25618,1200
37322,5,11459,1
37322,5,3812,5
37323,1,25598,160
37323,1,25590,480
37323,1,25601,480
37323,1,25591,1600
37323,1,25592,1600
37323,1,25593,1600
37323,1,25594,1600
37323,1,25597,1600
37323,1,25599,1600
37323,1,25604,1600
37323,8,20418,2
37323,8,20419,2
37324,4,11466,1
37324,4,9836,2
